"","RoofOvrhng_S_W ","WWR_W","WWR_S","WWR_N","WWR_E","RoofOvrhng_N","RoofOvrhng_E"
"1",1.06905720143168,-0.384812072655155,0.577929125907021,0.122858617959765,0.157924424498921,0.465591623182852,0.524900059630063
